,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,MoransI
A430027H14RIK,38,False,False,38,0.00094121054,99.90829230620716,39.0,0.0008973854141126325
A430033K04RIK,360,False,False,360,0.008832899,99.13119026933101,366.0,0.000985424096730284
A430035B10RIK,73,False,False,73,0.0018100203,99.82382469350324,75.0,0.0006631999436604395
A430046D13RIK,264,False,False,264,0.00656434,99.36287286417608,272.0,0.0014778146416761532
A430057M04RIK,13,False,False,13,0.00031373685,99.9686263152814,13.0,0.00028193463284853965
A430078G23RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.0001682142750658527
A430078I02RIK,16,False,False,16,0.00041027126,99.96138623419249,17.0,-0.0003806840441073636
A430093F15RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.503469779297337e-05
A430105I19RIK,136,False,False,136,0.0034511052,99.67178299063616,143.0,0.015217544010163784
A430105J06RIK,167,False,False,167,0.004078579,99.59696881938412,169.0,0.0007953222942286738
A430106G13RIK,67,False,False,67,0.001641085,99.83830485568105,68.0,6.018672900383377e-06
A430108G06RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,-0.00022033388460419065
A430110C17RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.00011914088432345584
A430110L20RIK,39,False,False,39,0.00096534414,99.9058789458442,40.0,-0.00017112798491141352
A4GALT,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.00013722994655456118
A4GNT,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.00016399292483372998
A530016L24RIK,72,False,False,72,0.0018100203,99.8262380538662,75.0,0.0010116144073570932
A530017D24RIK,121,False,False,121,0.0029442997,99.7079833960807,122.0,3.706155309157506e-06
A530020G20RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.00018090718588776927
A530058N18RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.054273231119376e-05
A530064N14RIK,21,False,False,21,0.00050680566,99.94931943237765,21.0,1.8362581048682203e-05
A530072M11RIK,65,False,False,65,0.0015928178,99.84313157640699,66.0,-0.00047276281782623615
A530083I20RIK,15,False,False,15,0.00036200407,99.96379959455545,15.0,0.0001515279820514893
A530084C06RIK,13,False,False,13,0.00031373685,99.9686263152814,13.0,0.008087659453757666
A630001G21RIK,114,False,False,114,0.0027753643,99.72487691862149,115.0,0.001063478629278039
A630012P03RIK,15,False,False,15,0.00036200407,99.96379959455545,15.0,-0.00034583789017838585
A630014C17RIK,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.0018568663351027001
A630023A22RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.00010726085196182232
A630031M04RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0027703967533712847
A630033H20RIK,53,False,False,53,0.001279081,99.87209190076263,53.0,0.001451391663419425
A630035G10RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-8.210521774277341e-05
A630052C17RIK,31,False,False,31,0.0007481417,99.92518582874796,31.0,-0.00044541637224911187
A630072L19RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.0001142365008140603
A630072M18RIK,155,False,False,155,0.0038131094,99.62592914373974,158.0,-0.0005726719267174715
A630075F10RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.151946510328494e-05
A730004F24RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.00130436068177771
A730011C13RIK,70,False,False,70,0.0017376195,99.83106477459214,72.0,0.0006602858977803438
A730013G03RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.00019737206597457275
A730015C16RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.684036455465372e-05
A730017C20RIK,497,False,False,497,0.012887345,98.80055989960421,534.0,0.03579054183609051
A730017L22RIK,82,False,False,82,0.0020272227,99.80210445023651,84.0,0.0007790644596456253
A730020E08RIK,57,False,False,57,0.0014238827,99.86243845931074,59.0,0.0020313729583991864
A730035I17RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.0009909353122269716
A730036I17RIK,29,False,False,29,0.0007481417,99.93001254947389,31.0,0.0023079375570948875
A730046J19RIK,21,False,False,21,0.00050680566,99.94931943237765,21.0,0.00597462293238736
A730049H05RIK,176,False,False,176,0.0046577854,99.57524857611737,193.0,0.07211203516883036
A730056A06RIK,84,False,False,84,0.0020513562,99.79727772951057,85.0,0.0013063748472172106
A730062M13RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.430967266084901e-05
A730071L15RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0005429032722077043
A730081D07RIK,139,False,False,139,0.003475239,99.66454290954725,144.0,0.0006438168694866502
A730085K08RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.00011294381422216578
A730089K16RIK,90,False,False,90,0.0022444252,99.78279756733276,93.0,0.008296430443876308
A730090H04RIK,106,False,False,106,0.0026305628,99.74418380152524,109.0,0.03218658231141432
A730090N16RIK,5,False,False,5,0.00014480163,99.98793319818515,6.0,-0.00011337431102924862
A830005F24RIK,52,False,False,52,0.001279081,99.87450526112559,53.0,0.00031195243242087146
A830008E24RIK,20,False,False,20,0.00048267207,99.95173279274061,20.0,7.436860709697603e-05
A830009L08RIK,12,False,False,12,0.00028960325,99.97103967564436,12.0,-0.00029268796400141556
A830010M20RIK,143,False,False,143,0.0035476398,99.65488946809538,147.0,0.00031280687824791585
A830011K09RIK,17,False,False,17,0.00045853847,99.95897287382952,19.0,-6.081654671813546e-05
A830012C17RIK,45,False,False,45,0.001158413,99.89139878366638,48.0,0.001655890726114204
A830018L16RIK,129,False,False,129,0.0031373685,99.68867651317694,130.0,0.0016234888905729292
A830031A19RIK,103,False,False,103,0.0025098948,99.75142388261415,104.0,0.002031802970761432
A830035A12RIK,15,False,False,15,0.00036200407,99.96379959455545,15.0,-3.256235729799545e-06
A830039N20RIK,38,False,False,38,0.00091707695,99.90829230620716,38.0,0.0037106962791180176
A830052D11RIK,51,False,False,51,0.0013032146,99.87691862148857,54.0,-0.0002228617224290115
A830073O21RIK,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.000697136121321279
A830080D01RIK,1083,False,False,1083,0.027270973,97.38633072690415,1130.0,0.00011977151393987109
A830082K12RIK,887,False,False,887,0.02263732,97.85934935804615,938.0,0.020433720708523596
A830092H15RIK,57,False,False,57,0.0014238827,99.86243845931074,59.0,0.013620966445657396
A930001A20RIK,20,False,False,20,0.00048267207,99.95173279274061,20.0,0.0006591505544548615
A930001C03RIK,39,False,False,39,0.00096534414,99.9058789458442,40.0,-0.00026668993631280026
A930003A15RIK,23,False,False,23,0.0005550729,99.9444927116517,23.0,0.0054034426756103095
A930004D18RIK,392,False,False,392,0.009653442,99.05396273771599,400.0,0.002496132876056221
A930004J17RIK,141,False,False,141,0.003475239,99.6597161888213,144.0,-0.0002657800351084749
A930005H10RIK,440,False,False,440,0.010884255,98.93812144029347,451.0,-0.0001806413209816271
A930006K02RIK,243,False,False,243,0.006009267,99.41355343179843,249.0,0.0037030213785499027
A930007I19RIK,235,False,False,235,0.005767931,99.43286031470218,239.0,0.00022203824109971577
A930009A15RIK,28,False,False,28,0.0006757409,99.93242590983685,28.0,0.01667161112423982
A930011G23RIK,61,False,False,61,0.0015686842,99.85278501785886,65.0,0.0028817772198108807
A930012L18RIK,18,False,False,18,0.00043440488,99.95655951346654,18.0,0.0003416509699161609
A930012O16RIK,24,False,False,24,0.0005792065,99.94207935128874,24.0,0.0005158103536408085
A930015D03RIK,280,False,False,280,0.0070470124,99.32425909836857,292.0,3.7723668208039144e-05
A930016O22RIK,52,False,False,52,0.0012549474,99.87450526112559,52.0,-0.0003213794988106634
A930017K11RIK,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.0007881187039892696
A930024E05RIK,232,False,False,232,0.005792065,99.44010039579109,240.0,0.002814034377201879
A930024N18RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.912930771849424e-05
A930029G22RIK,33,False,False,33,0.0007964089,99.92035910802201,33.0,0.00042954687942106114
A930032L01RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.000164369221110941
A930033H14RIK,177,False,False,177,0.0044647167,99.57283521575442,185.0,0.00019614781920002723
A930038B10RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.981611323804493e-05
A930041C12RIK,19,False,False,19,0.00045853847,99.95414615310358,19.0,0.0007352085480686806
AA386476,50,False,False,50,0.0012066802,99.87933198185152,50.0,0.0005210367567935886
AA415398,219,False,False,219,0.005430061,99.47147408050971,225.0,-9.743996130368791e-05
AA465934,399,False,False,399,0.009798243,99.03706921517521,406.0,0.0003310319044782234
AA467197,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.505024248280362e-05
AA474331,160,False,False,160,0.003957911,99.6138623419249,164.0,-5.3834495129068896e-05
AA474408,31,False,False,31,0.0007481417,99.92518582874796,31.0,0.0002187650017850366
AA543186,146,False,False,146,0.0036924414,99.64764938700647,153.0,-0.0002812383515158982
AA914427,126,False,False,126,0.0030891013,99.69591659426585,128.0,-0.0006472355853932546
AA986860,134,False,False,134,0.0033545708,99.67660971136209,139.0,0.004134255600540392
AB124611,21,False,False,21,0.00053093926,99.94931943237765,22.0,0.0007302110307320641
AC092711.4,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.0003319943979002732
AC113029.6,43,False,False,43,0.0010618785,99.8962255043923,44.0,0.00032534895166045686
AC120787.1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.502514384606842e-05
AC122428.1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.234026627326142e-05
AC122804.1,15,False,False,15,0.00036200407,99.96379959455545,15.0,0.00021809571517922345
AC124457.1,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.000169424142159881
AC136513.6,14,False,False,14,0.00033787044,99.96621295491843,14.0,-0.0003143681255223909
AC158786.1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-0.0001001130767527657
AF251705,29,False,False,29,0.0006998745,99.93001254947389,29.0,0.0013705007814603426
AF529169,9,False,False,9,0.00024133603,99.97827975673329,10.0,-0.00020600059411767036
AI118078,24,False,False,24,0.0006033401,99.94207935128874,25.0,0.0006921311153225859
AI182371,6,False,False,6,0.00016893522,99.98551983782218,7.0,-0.00014913661014976566
AI314180,3823,False,False,3823,0.100299254,90.773723332368,4156.0,0.0034134584554674783
AI317395,14,False,False,14,0.00036200407,99.96621295491843,15.0,-0.000332145255862644
AI413582,257,False,False,257,0.006298871,99.37976638671687,261.0,0.0004664295592865204
AI427809,18,False,False,18,0.00043440488,99.95655951346654,18.0,0.006481038661925713
AI429214,140,False,False,140,0.0034993726,99.66212954918429,145.0,0.0015436119693557177
AI464131,292,False,False,292,0.0072642146,99.29529877401293,301.0,0.0027258167725585213
AI467606,47,False,False,47,0.001158413,99.88657206294043,48.0,0.0017554763688759053
AI480526,474,False,False,474,0.011728931,98.8560671879525,486.0,-9.10719312881076e-05
AI481877,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.002347651254458985
AI504432,112,False,False,112,0.002799498,99.72970363934742,116.0,0.0012500268405913194
AI593442,35,False,False,35,0.0008446761,99.91553238729607,35.0,0.002188329719771241
AI597479,1110,False,False,1110,0.02758471,97.32116999710396,1143.0,-4.899576476853316e-05
AI606181,245,False,False,245,0.0059368666,99.40872671107249,246.0,0.0009844783455583918
AI606473,32,False,False,32,0.0007964089,99.92277246838498,33.0,0.008206673339487108
AI607873,38,False,False,38,0.00094121054,99.90829230620716,39.0,0.0010037340025788048
AI646519,8,False,False,8,0.00019306883,99.98069311709624,8.0,0.0008850425682131052
AI661453,86,False,False,86,0.0022202916,99.79245100878464,92.0,0.003952148463873347
AI662270,371,False,False,371,0.009484506,99.10464330533836,393.0,0.0549942349858163
AI837181,2212,False,False,2212,0.05572449,94.66164687711169,2309.0,0.003966986205994295
AI838599,24,False,False,24,0.0006274737,99.94207935128874,26.0,0.0055569751595239605
AI846148,910,False,False,910,0.022395983,97.80384206969785,928.0,0.001248969279992195
AI847159,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.697072454689403e-05
AI854517,18,False,False,18,0.00043440488,99.95655951346654,18.0,-5.890697076517604e-05
AI854703,51,False,False,51,0.0012308138,99.87691862148857,51.0,0.00029753457018179177
AI987944,293,False,False,293,0.0072883484,99.29288541364997,302.0,-2.2275594228389836e-06
AK010878,369,False,False,369,0.009050101,99.1094700260643,375.0,0.0004599270007890526
AK157302,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-5.091388387393193e-05
AU015836,17,False,False,17,0.00041027126,99.95897287382952,17.0,-0.0003908766143323083
AU018091,13,False,False,13,0.00031373685,99.9686263152814,13.0,-0.0002878909750285557
AU019823,1112,False,False,1112,0.027705377,97.31634327637802,1148.0,-0.00026012794897195877
AU019990,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.001206052145018769
AU020206,639,False,False,639,0.015783377,98.45786272806255,654.0,0.005138003330561341
AU021092,29,False,False,29,0.00072400813,99.93001254947389,30.0,0.0005090388972842032
AU022252,1565,False,False,1565,0.03991698,96.22309103195289,1654.0,0.0010205460595319811
AU022754,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.00047146465449214597
AU040320,408,False,False,408,0.010256781,99.0153489719085,425.0,-0.00048673999810645114
AU041133,200,False,False,200,0.0050197896,99.51732792740611,208.0,0.0003923047565665969
AV026068,256,False,False,256,0.0064919395,99.38217974707983,269.0,0.025446359195940266
AV039307,97,False,False,97,0.0023409596,99.76590404479197,97.0,0.0006528973478380908
AV099323,205,False,False,205,0.0049715224,99.50526112559128,206.0,-0.00022073136431177256
AW011738,80,False,False,80,0.0019789555,99.80693117096244,82.0,-0.00020572674432258275
AW047730,10,False,False,10,0.00024133603,99.97586639637031,10.0,-0.00023939164255194818
AW121686,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.0007799479273082558
AW146154,160,False,False,160,0.0039337776,99.6138623419249,163.0,0.0004964458107951648
AW209491,491,False,False,491,0.012042669,98.81504006178203,499.0,5.5554407745761495e-05
AW495222,26,False,False,26,0.0006274737,99.9372526305628,26.0,0.0003697745496807435
AW549877,992,False,False,992,0.024736945,97.60594651993436,1025.0,0.002251361896052715
AW551984,1555,False,False,1555,0.040761657,96.24722463558258,1689.0,0.040352584776578555
AW554918,648,False,False,648,0.016338449,98.43614248479582,677.0,0.0010413936118151383
AW822252,29,False,False,29,0.0007722753,99.93001254947389,32.0,0.000934032180685572
AY074887,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.00016586458749370567
AY358078,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.828884596122115e-05
AAAS,2688,False,False,2688,0.06935998,93.51288734433825,2874.0,0.006190713381123965
AACS,580,False,False,580,0.014383628,98.60025098947774,596.0,0.0011940235524392194
AADAC,227,False,False,227,0.005647263,99.45216719760595,234.0,0.034556160352628575
AADAT,44,False,False,44,0.0010618785,99.89381214402935,44.0,0.0009050134023901851
AAED1,135,False,False,135,0.0033063036,99.67419635099914,137.0,0.0013635544718272159
AAGAB,858,False,False,858,0.021285838,97.92933680857226,882.0,0.0024972443224342573
AAK1,240,False,False,240,0.006009267,99.42079351288734,249.0,0.0039360354092153865
AAMDC,1195,False,False,1195,0.030625543,97.11603436625157,1269.0,0.003973441234926548
AAMP,2378,False,False,2378,0.060261607,94.26102905685877,2497.0,0.002568322738047206
AANAT,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.528331566656548e-05
AAR2,741,False,False,741,0.018124336,98.21169997103968,751.0,0.001171263732456795
AARD,217,False,False,217,0.0054541943,99.47630080123564,226.0,0.014454770469241637
AARS,4855,False,False,4855,0.12889758,88.28313543778357,5341.0,0.015351808727578025
AARS2,918,False,False,918,0.02290279,97.7845351867941,949.0,-0.0005794474230681594
AARSD1,27,False,False,27,0.0006516073,99.93483927019983,27.0,0.00097741455315833
AASDH,431,False,False,431,0.010594652,98.95984168356019,439.0,4.6294000656663594e-05
AASDHPPT,1212,False,False,1212,0.03021527,97.07500724008109,1252.0,0.0038759222756942673
AASS,428,False,False,428,0.01071532,98.9670817646491,444.0,0.01122851213664808
AATF,978,False,False,978,0.024423206,97.63973356501593,1012.0,0.0017613241208783053
AATK,145,False,False,145,0.0035476398,99.65006274736943,147.0,0.0006198688636888057
ABAT,1183,False,False,1183,0.029901534,97.1449946906072,1239.0,0.0035027188343372015
ABCA1,500,False,False,500,0.012428806,98.7933198185153,515.0,0.003981078474468225
ABCA12,19,False,False,19,0.00048267207,99.95414615310358,20.0,-0.00014513939634952383
ABCA13,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.00035695159416486503
ABCA14,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.506883343585345e-05
ABCA15,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.095449620129092e-05
ABCA16,9,False,False,9,0.00021720244,99.97827975673329,9.0,-0.00020617361680835898
ABCA17,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0005648304524210386
ABCA2,290,False,False,290,0.00716768,99.30012549473888,297.0,0.0007570334832373083
ABCA3,496,False,False,496,0.012477073,98.80297325996717,517.0,0.007426199834638613
ABCA4,116,False,False,116,0.0028477653,99.72005019789555,118.0,0.010656235193353932
ABCA5,385,False,False,385,0.009653442,99.07085626025678,400.0,0.00399601914602338
ABCA6,46,False,False,46,0.001158413,99.88898542330341,48.0,0.0024578027845757458
ABCA7,519,False,False,519,0.013176948,98.74746597161888,546.0,0.015283678896811771
ABCA8A,39,False,False,39,0.00096534414,99.9058789458442,40.0,0.0031913819286450303
ABCA8B,197,False,False,197,0.0047784536,99.52456800849502,198.0,0.00632628504646164
ABCA9,133,False,False,133,0.0032339029,99.67902307172507,134.0,0.004894550150727063
ABCB10,1874,False,False,1874,0.050318565,95.47736267979533,2085.0,0.07833454755139992
