,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm
2010015M23RIK,29,False,False,29,0.0014066676,99.86402213157031,30.0,0.0029613008,0.0028075383
2010106E10RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.002288345,0.0021695253
2010107E04RIK,3043,False,False,3043,0.17330144,85.73170159891218,3696.0,0.28142434,0.2668117
2010107G12RIK,13,False,False,13,0.000609556,99.93904440380737,13.0,0.0025749411,0.00244124
2010107G23RIK,660,False,False,660,0.03352558,96.90533127022086,715.0,0.0237855,0.022550464
2010109A12RIK,5,False,False,5,0.00028133352,99.97655553992591,6.0,0.0025355648,0.0024039084
2010109I03RIK,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0024014583,0.0022767654
2010111I01RIK,792,False,False,792,0.049327143,96.28639752426503,1052.0,0.0926628,0.08785138
2010204K13RIK,592,False,False,592,0.02996202,97.2241759272284,639.0,0.03599796,0.034128807
2010300C02RIK,1897,False,False,1897,0.13855676,91.10517184789234,2955.0,0.16277024,0.15431857
2010300F17RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0023076725,0.002187849
2010308F09RIK,11,False,False,11,0.00051577814,99.94842218783701,11.0,0.0026283802,0.0024919042
2010315B03RIK,245,False,False,245,0.012660009,98.85122145636987,270.0,0.0072026243,0.006828636
2010320M18RIK,211,False,False,211,0.010268673,99.01064378487364,219.0,0.0062840544,0.0059577613
2010320O07RIK,27,False,False,27,0.0013128897,99.87339991559995,28.0,0.002765854,0.00262224
2200002D01RIK,13,False,False,13,0.000609556,99.93904440380737,13.0,0.002586352,0.0024520585
2210008F06RIK,52,False,False,52,0.0024851128,99.75617761522952,53.0,0.0033402438,0.0031668053
2210011C24RIK,51,False,False,51,0.0026257795,99.76086650724434,56.0,0.003900585,0.0036980514
2210013O21RIK,937,False,False,937,0.049983587,95.60650818211657,1066.0,0.058256797,0.055231873
2210016F16RIK,345,False,False,345,0.017442679,98.38233225488817,372.0,0.011651458,0.011046469
2210016L21RIK,2883,False,False,2883,0.17892812,86.48192432128288,3816.0,0.25021645,0.23722424
2210017G18RIK,14,False,False,14,0.0007033338,99.93435551179256,15.0,0.0025259128,0.0023947575
2210018M11RIK,383,False,False,383,0.019880902,98.20415435832513,424.0,0.012827732,0.012161665
2210404O09RIK,97,False,False,97,0.005064003,99.54517747456276,108.0,0.00397371,0.0037673793
2210406O10RIK,82,False,False,82,0.004079336,99.61551085478501,87.0,0.004032937,0.003823531
2210408F21RIK,465,False,False,465,0.028555352,97.81966521311014,609.0,0.044031966,0.041745655
2210408I21RIK,450,False,False,450,0.02560135,97.8899985933324,546.0,0.04340261,0.041148975
2300009A05RIK,346,False,False,346,0.017208233,98.37764336287336,367.0,0.015243519,0.014452015
2310001H17RIK,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0030928692,0.0029322752
2310002F09RIK,151,False,False,151,0.00867445,99.29197730576264,185.0,0.005266291,0.004992845
2310002L09RIK,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0023588229,0.0022363435
2310003H01RIK,113,False,False,113,0.0055328924,99.4701552023257,118.0,0.0045732153,0.004335756
2310007L24RIK,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.002413297,0.0022879892
2310009A05RIK,293,False,False,293,0.014488677,98.62615463965865,309.0,0.011231189,0.0106480215
2310009B15RIK,336,False,False,336,0.016317343,98.42453228302152,348.0,0.008962102,0.008496754
2310010G23RIK,31,False,False,31,0.0016411123,99.85464434754067,35.0,0.0030277066,0.0028704964
2310010J17RIK,104,False,False,104,0.004876448,99.51235523045904,104.0,0.00619572,0.005874014
2310011J03RIK,510,False,False,510,0.024898017,97.60866507244337,531.0,0.061983928,0.058765475
2310014F06RIK,20,False,False,20,0.0011253341,99.90622215970366,24.0,0.0038542117,0.003654086
2310015A10RIK,134,False,False,134,0.0067520044,99.37168847001455,144.0,0.0060308296,0.0057176854
2310015D24RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0024579987,0.0023303698
2310016G11RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023615353,0.002238915
2310020H05RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.002426923,0.0023009076
2310022A10RIK,279,False,False,279,0.014207343,98.69179912786609,303.0,0.013632308,0.012924464
2310022B05RIK,1302,False,False,1302,0.06991138,93.8950625967084,1491.0,0.18753964,0.17780185
2310026I22RIK,59,False,False,59,0.0033291134,99.7233553711258,71.0,0.0031193001,0.0029573336
2310030G06RIK,17,False,False,17,0.00084400055,99.92028883574811,18.0,0.0025470706,0.0024148168
2310033P09RIK,430,False,False,430,0.022037793,97.98377643362873,470.0,0.020721786,0.019645829
2310034O05RIK,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.002341869,0.00222027
2310035C23RIK,743,False,False,743,0.039292917,96.51615323299104,838.0,0.05193319,0.049236618
2310036O22RIK,2540,False,False,2540,0.14704366,88.09021428236508,3136.0,0.31547195,0.29909143
2310039H08RIK,121,False,False,121,0.005954893,99.43264406620716,127.0,0.0064317705,0.0060978075
2310039L15RIK,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.0022863753,0.002167658
2310040G07RIK,11,False,False,11,0.00051577814,99.94842218783701,11.0,0.002718584,0.0025774243
2310040G24RIK,46,False,False,46,0.0022037793,99.78431096731842,47.0,0.004388947,0.0041610557
2310043O21RIK,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0030912461,0.0029307364
2310045N01RIK,909,False,False,909,0.047170255,95.73779715853144,1006.0,0.07307722,0.06928276
2310047D07RIK,15,False,False,15,0.0007502227,99.92966661977775,16.0,0.0028320595,0.0026850079
2310047M10RIK,464,False,False,464,0.023069348,97.82435410512495,492.0,0.027111998,0.025704237
2310057M21RIK,247,False,False,247,0.012050453,98.84184367234022,257.0,0.0062611764,0.0059360717
2310058D17RIK,67,False,False,67,0.0033291134,99.68584423500727,71.0,0.0043729097,0.004145851
2310061I04RIK,888,False,False,888,0.045247808,95.8362638908426,965.0,0.06674234,0.06327681
2310067B10RIK,186,False,False,186,0.009190229,99.12786608524405,196.0,0.0061463537,0.005827211
2310069G16RIK,85,False,False,85,0.0043606698,99.60144417874056,93.0,0.0047598653,0.004512714
2410002F23RIK,390,False,False,390,0.018990012,98.17133211422141,405.0,0.049603682,0.047028065
2410004B18RIK,838,False,False,838,0.044169363,96.07070849158343,942.0,0.11067244,0.10492589
2410004I01RIK,17,False,False,17,0.00084400055,99.92028883574811,18.0,0.0027502007,0.0026073994
2410004P03RIK,39,False,False,39,0.0023913349,99.81713321142213,51.0,0.0032809959,0.0031106335
2410006H16RIK,746,False,False,746,0.037229802,96.5020865569466,794.0,0.074175134,0.070323676
2410015M20RIK,1932,False,False,1932,0.10357762,90.94106062737374,2209.0,0.29072124,0.27562585
2410016O06RIK,239,False,False,239,0.011956675,98.87935480845876,255.0,0.009770837,0.009263497
2410018L13RIK,14,False,False,14,0.00065644487,99.93435551179256,14.0,0.0025309082,0.0023994935
2410022M11RIK,64,False,False,64,0.0030946687,99.69991091105172,66.0,0.004158921,0.003942974
2410080I02RIK,24,False,False,24,0.0011253341,99.8874665916444,24.0,0.0032211253,0.003053872
2410089E03RIK,721,False,False,721,0.042387582,96.61930885731702,904.0,0.063826665,0.060512535
2410124H12RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.002314556,0.002194375
2410127L17RIK,59,False,False,59,0.0030008908,99.7233553711258,64.0,0.0038625314,0.0036619736
2410131K14RIK,363,False,False,363,0.018286679,98.29793219862147,390.0,0.012727932,0.012067048
2500002B13RIK,12,False,False,12,0.00065644487,99.9437332958222,14.0,0.0027254971,0.0025839787
2500004C02RIK,93,False,False,93,0.0044544474,99.56393304262204,95.0,0.0041907793,0.0039731776
2510002D24RIK,530,False,False,530,0.027054908,97.51488723214705,577.0,0.0111896135,0.010608605
2510009E07RIK,636,False,False,636,0.033103578,97.01786467857644,706.0,0.051839307,0.049147606
2510039O18RIK,272,False,False,272,0.013832231,98.7246213719698,295.0,0.0073433993,0.006962101
2510046G10RIK,48,False,False,48,0.0022506681,99.7749331832888,48.0,0.0037047924,0.003512425
2600006K01RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0023626764,0.002239997
2600014E21RIK,41,False,False,41,0.0021100014,99.80775542739251,45.0,0.0033383763,0.0031650348
2610001A08RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0024168016,0.0022913117
2610001J05RIK,1153,False,False,1153,0.059689596,94.59370750691612,1273.0,0.17012809,0.16129437
2610002J02RIK,411,False,False,411,0.020865569,98.07286538191026,445.0,0.01033679,0.009800063
2610002M06RIK,460,False,False,460,0.022928681,97.84310967318423,489.0,0.021392656,0.020281864
2610008E11RIK,364,False,False,364,0.01955268,98.29324330660666,417.0,0.013448482,0.012750184
2610012C04RIK,9,False,False,9,0.0004688892,99.95779997186665,10.0,0.0030555376,0.0028968821
2610015P09RIK,222,False,False,222,0.011862896,98.95906597271065,253.0,0.007571901,0.0071787382
2610020C07RIK,30,False,False,30,0.0014066676,99.8593332395555,30.0,0.0031216955,0.0029596046
2610020H08RIK,12,False,False,12,0.00056266703,99.9437332958222,12.0,0.00265929,0.0025212094
2610021A01RIK,191,False,False,191,0.009377784,99.10442162516998,200.0,0.005892331,0.005586378
2610027K06RIK,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0027798135,0.0026354745
2610028E06RIK,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.0025067772,0.0023766153
2610034B18RIK,219,False,False,219,0.010690674,98.9731326487551,228.0,0.012178168,0.011545829
2610035D17RIK,410,False,False,410,0.02339757,98.07755427392507,499.0,0.020089854,0.019046709
2610035F20RIK,18,False,False,18,0.0009377784,99.9155999437333,20.0,0.003166304,0.0030018971
2610037D02RIK,216,False,False,216,0.012284897,98.98719932479955,262.0,0.0063239103,0.005995548
2610044O15RIK8,283,False,False,283,0.014066676,98.67304355980681,300.0,0.0060884403,0.0057723047
2610203C20RIK,1083,False,False,1083,0.068035826,94.9219299479533,1451.0,0.1636704,0.15517199
2610203C22RIK,43,False,False,43,0.0020162235,99.79837764336288,43.0,0.004271139,0.0040493645
2610206C17RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0022912011,0.002172233
2610301B20RIK,607,False,False,607,0.030665353,97.15384254700614,654.0,0.048912983,0.046373233
2610305D13RIK,29,False,False,29,0.0014535565,99.86402213157031,31.0,0.0031515916,0.0029879487
2610306M01RIK,133,False,False,133,0.006423782,99.37637736202936,137.0,0.0056086755,0.005317451
2610307P16RIK,30,False,False,30,0.0015473344,99.8593332395555,33.0,0.0033640168,0.0031893437
2610316D01RIK,118,False,False,118,0.00609556,99.44671074225161,130.0,0.0069909445,0.006627947
2610318N02RIK,18,False,False,18,0.0008908895,99.9155999437333,19.0,0.0030179364,0.0028612332
2610507B11RIK,1094,False,False,1094,0.05734515,94.87035213579031,1223.0,0.14299004,0.13556544
2610507I01RIK,91,False,False,91,0.0042668916,99.57331082665166,91.0,0.0041289455,0.0039145546
2610524H06RIK,341,False,False,341,0.017208233,98.40108782294745,367.0,0.041552283,0.039394725
2610528A11RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0026992434,0.002559088
2700012I20RIK,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0027130677,0.0025721944
2700016F22RIK,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0023492896,0.0022273052
2700029M09RIK,1497,False,False,1497,0.07980494,92.9807286538191,1702.0,0.13899669,0.13177943
2700033N17RIK,12,False,False,12,0.000609556,99.9437332958222,13.0,0.0027900958,0.002645223
2700038G22RIK,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.002769023,0.0026252444
2700046A07RIK,33,False,False,33,0.0016880011,99.84526656351103,36.0,0.0039700917,0.0037639488
2700046G09RIK,67,False,False,67,0.0032822245,99.68584423500727,70.0,0.0037402206,0.0035460135
2700049A03RIK,198,False,False,198,0.00998734,99.07159938106625,213.0,0.0076561784,0.0072586397
2700060E02RIK,1118,False,False,1118,0.05739204,94.75781872743471,1224.0,0.11648005,0.110431954
2700062C07RIK,208,False,False,208,0.010268673,99.02471046091809,219.0,0.007205124,0.006831006
2700068H02RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023180353,0.002197674
2700069I18RIK,94,False,False,94,0.004876448,99.55924415060721,104.0,0.004926728,0.0046709133
2700078F05RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0024130284,0.0022877345
2700081O15RIK,220,False,False,220,0.010596896,98.96844375674029,226.0,0.0059519266,0.0056428793
2700089I24RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.002491372,0.0023620103
2700094K13RIK,426,False,False,426,0.020631125,98.002532001688,440.0,0.0544529,0.05162549
2700097O09RIK,164,False,False,164,0.007971116,99.23102170957003,170.0,0.005729792,0.005432279
2810001G20RIK,256,False,False,256,0.01256623,98.79964364420687,268.0,0.00897566,0.008509609
2810002D19RIK,126,False,False,126,0.0061424486,99.40919960613307,131.0,0.010394405,0.009854686
2810004N23RIK,413,False,False,413,0.02166268,98.06348759788062,462.0,0.033505205,0.031765483
2810006K23RIK,287,False,False,287,0.014394899,98.65428799174755,307.0,0.0072050355,0.006830922
2810013P06RIK,479,False,False,479,0.02438224,97.7540207249027,520.0,0.03750759,0.03556005
2810021J22RIK,94,False,False,94,0.004642003,99.55924415060721,99.0,0.0038613034,0.0036608095
2810029C07RIK,173,False,False,173,0.0087213395,99.18882168143668,186.0,0.0047801537,0.0045319493
2810032G03RIK,126,False,False,126,0.00609556,99.40919960613307,130.0,0.0047411597,0.00449498
2810049E08RIK,150,False,False,150,0.008158672,99.29666619777745,174.0,0.0061784782,0.0058576674
2810402E24RIK,69,False,False,69,0.0033760022,99.67646645097763,72.0,0.0044196974,0.0041902093
2810403A07RIK,540,False,False,540,0.028274018,97.46799831199887,603.0,0.03983074,0.03776257
2810403D21RIK,94,False,False,94,0.0047826697,99.55924415060721,102.0,0.0050339876,0.0047726035
2810404M03RIK,12,False,False,12,0.0007033338,99.9437332958222,15.0,0.0025376717,0.0024059059
2810405F17RIK,28,False,False,28,0.0013128897,99.86871102358512,28.0,0.002921726,0.0027700185
2810407A14RIK,28,False,False,28,0.0014535565,99.86871102358512,31.0,0.0030577031,0.0028989352
2810408A11RIK,7,False,False,7,0.00037511135,99.96717775589629,8.0,0.0023998215,0.0022752134
2810408I11RIK,11,False,False,11,0.00051577814,99.94842218783701,11.0,0.0027207509,0.0025794788
2810410L24RIK,166,False,False,166,0.008018006,99.22164392554039,171.0,0.0059763296,0.005666015
2810414N06RIK,26,False,False,26,0.001219112,99.87808880761476,26.0,0.0032602735,0.003090987
2810417H13RIK,5,False,False,5,0.00037511135,99.97655553992591,8.0,0.0024127515,0.002287472
2810425M01RIK,20,False,False,20,0.0009377784,99.90622215970366,20.0,0.003079236,0.00291935
2810428I15RIK,1382,False,False,1382,0.07211516,93.51995123552305,1538.0,0.14287011,0.13545175
2810429I04RIK,62,False,False,62,0.0030008908,99.70928869508136,64.0,0.0038406856,0.0036412622
2810433D01RIK,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0024460405,0.0023190323
2810454H06RIK,10,False,False,10,0.00051577814,99.95311107985184,11.0,0.002388851,0.0022648124
2810455O05RIK,149,False,False,149,0.006986449,99.30135508979228,149.0,0.0040557547,0.003845164
2810459M11RIK,154,False,False,154,0.0077366717,99.2779106297182,165.0,0.0076753814,0.007276845
2810468N07RIK,721,False,False,721,0.038402025,96.61930885731702,819.0,0.14665319,0.13903837
2810474O19RIK,341,False,False,341,0.017536456,98.40108782294745,374.0,0.04451976,0.042208117
2900002M20RIK,30,False,False,30,0.0015004454,99.8593332395555,32.0,0.0029499049,0.0027967342
2900005J15RIK,66,False,False,66,0.003516669,99.69053312702208,75.0,0.0033586887,0.0031842925
2900009J06RIK,40,False,False,40,0.0019224457,99.81244431940732,41.0,0.0030394343,0.002881615
2900011O08RIK,2893,False,False,2893,0.17874056,86.43503540113471,3812.0,0.3427087,0.32491395
2900022M07RIK,86,False,False,86,0.004642003,99.59675528672575,99.0,0.004711672,0.0044670235
2900026A02RIK,735,False,False,735,0.039996248,96.55366436910958,853.0,0.03538559,0.033548232
2900035J10RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022286805,0.0021129588
2900037B21RIK,27,False,False,27,0.0013128897,99.87339991559995,28.0,0.0027574291,0.0026142525
2900041M22RIK,23,False,False,23,0.0011253341,99.89215548365921,24.0,0.0030227976,0.002865842
2900052L18RIK,56,False,False,56,0.0026257795,99.73742204717026,56.0,0.0040411246,0.0038312937
2900052N01RIK,1541,False,False,1541,0.08697895,92.77441740516717,1855.0,0.32982942,0.31270337
2900055J20RIK,54,False,False,54,0.0025320016,99.74679983119988,54.0,0.0032174545,0.0030503916
2900072N19RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023310876,0.0022100483
2900076A07RIK,178,False,False,178,0.008955784,99.16537722136259,191.0,0.006534449,0.0061951545
2900079G21RIK,106,False,False,106,0.0051577813,99.50297744642941,110.0,0.0040556625,0.0038450768
2900089D17RIK,28,False,False,28,0.0014535565,99.86871102358512,31.0,0.002866952,0.0027180887
2900092C05RIK,46,False,False,46,0.0021568902,99.78431096731842,46.0,0.003317117,0.0031448791
2900092N22RIK,32,False,False,32,0.0015942233,99.84995545552586,34.0,0.0030647486,0.002905615
2900093K20RIK,64,False,False,64,0.0031415576,99.69991091105172,67.0,0.0033550397,0.0031808328
2900097C17RIK,12,False,False,12,0.00056266703,99.9437332958222,12.0,0.0023215793,0.0022010338
3010001F23RIK,66,False,False,66,0.0031884466,99.69053312702208,68.0,0.0035374872,0.0033538071
3010026O09RIK,254,False,False,254,0.0128944535,98.8090214282365,275.0,0.0065890867,0.006246955
3100002H09RIK,15,False,False,15,0.00079711166,99.92966661977775,17.0,0.002597001,0.0024621545
3100003L05RIK,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0023215632,0.0022010186
3110001I22RIK,19,False,False,19,0.0009377784,99.91091105171847,20.0,0.0043324963,0.004107536
3110002H16RIK,316,False,False,316,0.015238899,98.51831012331786,325.0,0.00777158,0.007368049
3110009E18RIK,83,False,False,83,0.003985558,99.6108219627702,85.0,0.005089132,0.0048248842
3110021A11RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023137988,0.0021936574
3110021N24RIK,26,False,False,26,0.001219112,99.87808880761476,26.0,0.0032776473,0.003107459
3110035E14RIK,2189,False,False,2189,0.15463966,89.73601537956581,3298.0,0.64062095,0.60735744
3110039M20RIK,85,False,False,85,0.0043606698,99.60144417874056,93.0,0.003931583,0.0037274396
3110040N11RIK,207,False,False,207,0.010174896,99.0293993529329,217.0,0.005622202,0.0053302753
3110043O21RIK,269,False,False,269,0.013316453,98.73868804801425,284.0,0.009227548,0.008748417
3110045C21RIK,42,False,False,42,0.0020631126,99.8030665353777,44.0,0.0035475737,0.0033633695
3110052M02RIK,87,False,False,87,0.004220003,99.59206639471093,90.0,0.004469714,0.0042376285
3110056K07RIK,196,False,False,196,0.009799784,99.08097716509589,209.0,0.009950761,0.009434079
3110057O12RIK,317,False,False,317,0.016692456,98.51362123130303,356.0,0.019108726,0.018116526
3110062M04RIK,80,False,False,80,0.0038917803,99.62488863881464,83.0,0.0051421872,0.004875185
3110070M22RIK,29,False,False,29,0.0013597787,99.86402213157031,29.0,0.002932486,0.0027802195
3110079O15RIK,10,False,False,10,0.00051577814,99.95311107985184,11.0,0.0024346765,0.0023082588
3110080O07RIK,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0023789615,0.0022554365
3110082I17RIK,204,False,False,204,0.010268673,99.04346602897735,219.0,0.0054588444,0.0051753996
